Taxon_Name	Rank	Rank_Name	Rank_Priority	NCBI_TaxID	Confidence	Priority	Description	In_Both	In_RVDB	In_NCBI	RVDB_Reads_Direct	RVDB_Reads_Total	RVDB_Percent	NCBI_Reads_Direct	NCBI_Reads_Total	NCBI_Percent	Max_Direct_Reads	Max_Percent	Avg_Percent
Papaya mosaic virus	S1	Subspecies	9	12181	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Aeromonas phage phiAS5	S1	Subspecies	9	879630	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Caulobacter phage CcrRogue	S1	Subspecies	9	2927986	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Edwardsiella phage Edno5	S1	Subspecies	9	2419942	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Streptomyces phage Rowa	S1	Subspecies	9	2059883	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Varroa destructor virus 1	S1	Subspecies	9	232800	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Aeromonas phage pAEv1810	S1	Subspecies	9	2908744	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Stx2-converting phage 1717	S1	Subspecies	9	563769	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
uncultured phage cr10_1	S1	Subspecies	9	2772066	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Picoa juniperi megatotivirus 1	S1	Subspecies	9	2778517	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Aeromonas phage ZPAH34	S1	Subspecies	9	2924888	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Mycobacterium phage Spikelee	S1	Subspecies	9	2301571	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Bacillus phage W.Ph.	S1	Subspecies	9	764595	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Escherichia phage 500465-1	S1	Subspecies	9	2716351	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Escherichia phage ev243	S1	Subspecies	9	2847063	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Human mastadenovirus E	S1	Subspecies	9	130308	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	2	2	0.0	1	1	0.0	2	0.0	0.0
Canarypox virus	S1	Subspecies	9	44088	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Mycobacterium phage Gizmo	S1	Subspecies	9	1327936	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Panine betaherpesvirus 2	S1	Subspecies	9	188763	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Potato virus H	S1	Subspecies	9	1046402	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Escherichia phage 2B8	S1	Subspecies	9	2847056	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Cyprinid herpesvirus 3	S1	Subspecies	9	180230	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	2	2	0.0	1	1	0.0	2	0.0	0.0
Pseudomonas phage YMC12/01/R24	S1	Subspecies	9	2283028	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Klebsiella phage vB_KpM_FBKp24	S1	Subspecies	9	2801834	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Vibrio phage nt-1	S1	Subspecies	9	115992	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Blueberry shock virus	S1	Subspecies	9	747056	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Salmonella phage epsilon15	S1	Subspecies	9	215158	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Molluscum contagiosum virus	S1	Subspecies	9	10279	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	5	0.0	0	0	0.0	2	0.0	0.0
Grapevine fanleaf virus	S1	Subspecies	9	12274	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Salmonella phage astrithr	S1	Subspecies	9	2713276	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Orpheovirus IHUMI-LCC2	S1	Subspecies	9	2023057	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Potato leafroll virus	S1	Subspecies	9	12045	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	2	2	0.0	2	2	0.0	2	0.0	0.0
Salanga virus	S1	Subspecies	9	1416745	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Gordonia phage Hedwig	S1	Subspecies	9	1887648	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
uncultured phage cr12_1	S1	Subspecies	9	2986409	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Mycobacterium phage Nyxis	S1	Subspecies	9	1445714	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Bovine viral diarrhea virus 1	S1	Subspecies	9	11099	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Mycobacterium phage Phayonce	S1	Subspecies	9	1647302	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Cassia yellow blotch virus	S1	Subspecies	9	300879	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Mycobacterium phage Myrna	S1	Subspecies	9	546805	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Escherichia phage nepoznato	S1	Subspecies	9	2696431	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Melon necrotic spot virus	S1	Subspecies	9	11987	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	2	2	0.0	2	2	0.0	2	0.0	0.0
Escherichia phage 186	S1	Subspecies	9	2681630	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Tupanvirus deep ocean	S1	Subspecies	9	2126984	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	1	0.0	2	2	0.0	2	0.0	0.0
Rhizobium phage RHEph01	S1	Subspecies	9	1220601	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Human betaherpesvirus 7	S1	Subspecies	9	10372	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	2	2	0.0	2	2	0.0	2	0.0	0.0
Erwinia phage pEp_SNUABM_08	S1	Subspecies	9	2593268	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Aeromonas phage 4L372XY	S1	Subspecies	9	2588520	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
West Nile virus	S1	Subspecies	9	11082	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
uncultured phage cr30_1	S1	Subspecies	9	2986411	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Bovine gammaherpesvirus 4	S1	Subspecies	9	10385	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Solenopsis invicta virus 1	S1	Subspecies	9	294369	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	2	2	0.0	2	2	0.0	2	0.0	0.0
Rhizobium phage RHph_Y65	S1	Subspecies	9	2509785	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	2	2	0.0	2	0.0	0.0
Human papillomavirus - 5b	S1	Subspecies	9	10599	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	2	2	0.0	0	0	0.0	2	0.0	0.0
Chicken anemia virus	S1	Subspecies	9	12618	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	2	2	0.0	2	2	0.0	2	0.0	0.0
Mamestra configurata nucleopolyhedrovirus A	S1	Subspecies	9	207830	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Rotavirus B	S1	Subspecies	9	28876	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Suid betaherpesvirus 2	S1	Subspecies	9	1608255	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Staphylococcus phage vB_SscM-1	S1	Subspecies	9	1868844	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Clostridium phage CpV1	S1	Subspecies	9	926066	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Escherichia phage HK97	S1	Subspecies	9	2681617	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Klebsiella phage Geezett	S1	Subspecies	9	2861002	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Vibrio phage 1.204.O._10N.222.46.F12	S1	Subspecies	9	1881263	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Streptomyces phage Sentinel	S1	Subspecies	9	2767584	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Klebsiella phage ST437-OXA245phi4.1	S1	Subspecies	9	2510486	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Aeromonas phage BUCT551	S1	Subspecies	9	2776735	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Escherichia phage VEc3	S1	Subspecies	9	2783801	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
uncultured phage cr50_1	S1	Subspecies	9	2772059	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
unclassified Adeno-associated dependoparvovirus A	S1	Subspecies	9	2876790	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	2	0.0	1	0.0	0.0
Mycobacterium phage Weirdo19	S1	Subspecies	9	2601610	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Human polyomavirus 6	S1	Subspecies	9	746830	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	1	0.0	1	1	0.0	1	0.0	0.0
uncultured phage cr53_1	S1	Subspecies	9	2772080	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Cervid alphaherpesvirus 2	S1	Subspecies	9	365327	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	1	0.0	1	1	0.0	1	0.0	0.0
Serratia phage PS2	S1	Subspecies	9	1481112	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Grapevine fabavirus	S1	Subspecies	9	1849838	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Citrobacter phage CR8	S1	Subspecies	9	1455076	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
bat pestivirus	S1	Subspecies	9	3070196	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Cacao swollen shoot Togo B virus	S1	Subspecies	9	2560363	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Bean common mosaic virus	S1	Subspecies	9	12196	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Escherichia phage 2H10	S1	Subspecies	9	2847058	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Garlic common latent virus	S1	Subspecies	9	47900	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	1	0.0	1	1	0.0	1	0.0	0.0
Mycobacterium phage SuperGrey	S1	Subspecies	9	1913038	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
uncultured phage cr107_1	S1	Subspecies	9	2772061	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Sacbrood virus	S1	Subspecies	9	89463	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Mycobacterium phage Adawi	S1	Subspecies	9	1354507	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Gordonia phage CherryonLim	S1	Subspecies	9	2652411	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Canine kobuvirus 1	S1	Subspecies	9	1300945	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	2	0.0	0	0	0.0	1	0.0	0.0
Gordonia phage Schnabeltier	S1	Subspecies	9	1821561	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Wheat spindle streak mosaic virus	S1	Subspecies	9	35285	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Streptomyces phage Celia	S1	Subspecies	9	2590946	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Human papillomavirus 111	S1	Subspecies	9	518630	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
human papillomavirus 12	S1	Subspecies	9	10604	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Erwinia phage pEa_SNUABM_17	S1	Subspecies	9	2869545	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Deformed wing virus	S1	Subspecies	9	198112	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
ssRNA phage SRR6960799_12	S1	Subspecies	9	2786568	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Betacoronavirus 1	S1	Subspecies	9	694003	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Macrophomina phaseolina hypovirus 2	S1	Subspecies	9	2741642	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Burkholderia phage DC1	S1	Subspecies	9	2881398	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Turnip yellow mosaic virus	S1	Subspecies	9	12154	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Chrysodeixis chalcites nucleopolyhedrovirus	S1	Subspecies	9	320432	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Pseudomonas phage AAT-1	S1	Subspecies	9	1775248	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Gordonia phage Kvothe	S1	Subspecies	9	1838071	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
uncultured phage cr56_1	S1	Subspecies	9	2772081	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Gordonia phage Bantam	S1	Subspecies	9	1887641	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Serratia phage vB_SmaM-Otaku	S1	Subspecies	9	2932867	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Artibeus jamaicensis parvovirus 1	S1	Subspecies	9	1131485	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Acanthocystis turfacea chlorella virus 1	S1	Subspecies	9	411359	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Gordonia phage Pupper	S1	Subspecies	9	2571249	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Prunus necrotic ringspot virus	S1	Subspecies	9	37733	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Enterobacter phage phiT5282H	S1	Subspecies	9	2340712	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Escherichia phage 4A7	S1	Subspecies	9	2847059	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
uncultured phage cr85_1	S1	Subspecies	9	2772074	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Synechococcus phage S-SKS1	S1	Subspecies	9	754042	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Vibrio phage Aphrodite1	S1	Subspecies	9	2070057	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Human papillomavirus 28	S1	Subspecies	9	37111	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Penicillium italicum chrysovirus	S1	Subspecies	9	2587492	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Spodoptera cosmioides nucleopolyhedrovirus	S1	Subspecies	9	2605774	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Stenotrophomonas phage Piffle	S1	Subspecies	9	2859656	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Bacillus phage vB_BmeM-Goe8	S1	Subspecies	9	2593638	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Macacine alphaherpesvirus 1	S1	Subspecies	9	10325	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Lactococcus phage 1358	S1	Subspecies	9	741942	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Bean rugose mosaic virus	S1	Subspecies	9	128790	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Feline kobuvirus	S1	Subspecies	9	1379496	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Acidovorax phage ACP17	S1	Subspecies	9	2010329	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Rhodococcus phage Trina	S1	Subspecies	9	2027905	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Bell pepper mottle virus	S1	Subspecies	9	368735	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Mycobacterium phage Nigel	S1	Subspecies	9	543152	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
uncultured phage cr114_1	S1	Subspecies	9	2772088	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Escherichia phage Av-05	S1	Subspecies	9	1527519	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Bacillus phage vB_BsuM-Goe3	S1	Subspecies	9	1933063	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Pseudomonas virus Yua	S1	Subspecies	9	462590	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Bacteriophage DSS3_VP1	S1	Subspecies	9	2664196	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Aotine betaherpesvirus 1	S1	Subspecies	9	50290	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Sweet potato feathery mottle virus	S1	Subspecies	9	12844	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Faecalibacterium phage FP_Mushu	S1	Subspecies	9	2070185	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Gordonia phage Pickett	S1	Subspecies	9	2910954	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Klebsiella phage vB_Kpn_F48	S1	Subspecies	9	2070028	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
uncultured phage cr1_1	S1	Subspecies	9	2772064	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Janthinobacterium phage vB_JliS-Donnerlittchen	S1	Subspecies	9	2948610	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Microbacterium phage Ariadne	S1	Subspecies	9	2656546	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Bat pegivirus	S1	Subspecies	9	1112699	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Canine circovirus	S1	Subspecies	9	1194757	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
MW polyomavirus	S1	Subspecies	9	1203539	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	1	0.0	1	1	0.0	1	0.0	0.0
Olene mendosa nucleopolyhedrovirus	S1	Subspecies	9	2933796	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Bean white chlorosis mosaic virus	S1	Subspecies	9	2169732	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
ssRNA phage SRR6960509_8	S1	Subspecies	9	2786535	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Leuconostoc phage phiMH1	S1	Subspecies	9	912321	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Porcine parvovirus	S1	Subspecies	9	10796	Low	5	BothDB-LowReads(<50)	Yes	Yes	Yes	1	1	0.0	1	1	0.0	1	0.0	0.0
Porcine reproductive and respiratory syndrome virus	S1	Subspecies	9	28344	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Norwalk virus	S1	Subspecies	9	11983	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	129	0.01	0	0	0.0	1	0.01	0.01
Persea americana chrysovirus	S1	Subspecies	9	1587509	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
aichivirus A8	S1	Subspecies	9	1141624	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Edwardsiella phage PEi21	S1	Subspecies	9	1325372	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Circoviridae sp.	S1	Subspecies	9	1954248	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Rhinovirus A	S1	Subspecies	9	147711	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Pseudomonas phage PhiPA3	S1	Subspecies	9	998086	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Grapevine rupestris stem pitting-associated virus	S1	Subspecies	9	196400	Low	5	RVDBOnly-LowReads(<50)	No	Yes	No	1	1	0.0	0	0	0.0	1	0.0	0.0
Erwinia phage EtG	S1	Subspecies	9	2014586	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Vibrio phage Ceto	S1	Subspecies	9	2570300	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Gordonia phage BritBrat	S1	Subspecies	9	1838064	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Streptomyces phage phiHau3	S1	Subspecies	9	1204524	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Spodoptera littoralis nucleopolyhedrovirus	S1	Subspecies	9	10456	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
Staphylococcus phage CSA13	S1	Subspecies	9	2108359	Low	5	NCBIOnly-LowReads(<50)	No	No	Yes	0	0	0.0	1	1	0.0	1	0.0	0.0
